,report_received_date,nhtsa_id,recall_link,manufacturer,subject,component,mfr_campaign_number,recall_type,potentially_affected,defect_summary,consequence_summary,corrective_action,fire_risk_when_parked,do_not_drive,completion_rate
737,2023-03,23V162000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V162000', 'description': 'Go to Recall'}",Ford Motor Company,Front Brake Hoses May Rupture,"SERVICE BRAKES, HYDRAULIC",23S12,Vehicle,1280726,Ford Motor Company (Ford) is recalling certain 2013-2018 Fusion and Lincoln MKZ vehicles.  The front brake hoses may rupture and leak brake fluid.,"A brake fluid leak will increase brake pedal travel and extend the distance needed to stop the vehicle, increasing the risk of a crash.","Dealers will replace the front brake hoses, free of charge.  Owner notification letters were mailed June 27, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S12.",No,No,14.78
738,2023-03,23V164000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V164000', 'description': 'Go to Recall'}",Ford Motor Company,Rear Caliper Bolts Not Tightened Correctly,"SERVICE BRAKES, HYDRAULIC",23S11,Vehicle,644,"Ford Motor Company (Ford) is recalling certain 2022 F-53 and F-59 vehicles.  The rear brake caliper attachment bolts may not be tightened correctly, which can allow the caliper to loosen and possibly damage the wheel or brake lines.",A damaged wheel can result in a loss of tire pressure.  A damaged brake line can cause a brake fluid leak and reduce brake performance.  Either condition increases the risk of a crash.,"Dealers will inspect and tighten the rear caliper bolts, as necessary, free of charge.  In addition, any damaged bolts will be replaced, free of charge.  Owner notification letters were mailed March 27, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S11.",No,No,54.04
739,2023-03,23V165000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V165000', 'description': 'Go to Recall'}",Ford Motor Company,Rearview Camera Malfunction/FMVSS 111,BACK OVER PREVENTION,23C05,Vehicle,1651,"Ford Motor Company (Ford) is recalling certain 2021-2022 Bronco vehicles equipped with 8-inch SYNC infotainment screens that were previously remedied under recall 22V-825.  The rearview camera image may still be displayed after a backing event has ended.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview image that continues to be displayed after the vehicle is shifted out of reverse may distract the driver, increasing the risk of a crash.","The SYNC module software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge.  Owner notification letters were mailed on October 26, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C05.",No,No,0
740,2023-03,23V160000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V160000', 'description': 'Go to Recall'}",Ford Motor Company,Inoperative Trailer Taillights/FMVSS 108,EXTERIOR LIGHTING,23C04,Vehicle,2716,"Ford Motor Company (Ford) is recalling certain 2023 Maverick vehicles.  A missing electrical circuit may cause the trailer taillights to not illuminate as intended when utilizing the vehicle trailer tow electrical connector.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, "" Lamps, Reflective Devices, and Associated Equipment.""",Trailer taillights that do not illuminate as intended can increase the risk of a crash.,"Dealers will add an electrical circuit to the engine bay wiring harness, free of charge.  Owner notification letters were mailed June 9, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C04.",No,No,43.15
741,2023-03,23V163000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V163000', 'description': 'Go to Recall'}",Ford Motor Company,Windshield Wipers May Fail,VISIBILITY,23S10,Vehicle,222454,"Ford Motor Company (Ford) is recalling certain 2021 F-150 vehicles.  The windshield wiper arms may break, causing the windshield wipers to fail.","Inoperative windshield wipers can reduce visibility in certain conditions, increasing the risk of a crash.","Dealers will inspect and replace the wiper arms, as necessary, free of charge.  Owner notification letters were mailed December 13, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S10.  This recall expands previous recall number 22V-250.",No,No,0
742,2023-03,23V159000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V159000', 'description': 'Go to Recall'}","Rivian Automotive, LLC",Side Curtain Air Bag Improperly Secured,AIR BAGS,FSAM-1185,Vehicle,30,"Rivian Automotive, LLC (Rivian) is recalling certain 2022-2023 R1S vehicles.  The fasteners that secure the right and left side curtain air bags may be improperly secured.","Improperly secured side curtain air bags may not perform as intended, increasing the risk of injury during a crash.","Dealers will secure or replace the side curtain air bags as necessary, free of charge.  All owners have been notified and all vehicles will be repaired by March 15, 2023.  Owners may contact Rivian customer service at 1-888-748-4261.  Rivian's number for this recall is FSAM-1185.",No,No,100
743,2023-03,23V158000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V158000', 'description': 'Go to Recall'}",Honda (American Honda Motor Co.),Seat Belt Buckle May Not Latch,SEAT BELTS,"NDA, QDB, BDC, MDD",Vehicle,448613,"Honda (American Honda Motor Co.) is recalling certain 2017-2020 CR-V, 2018-2019 Accord and Accord Hybrid, 2018-2020 Odyssey, 2019 Insight, and 2019-2020 Acura RDX vehicles.  A manufacturing issue with the front seat belts may cause the seat belt buckle channel to interfere with the release button, preventing the seat belt buckle from latching.","An unlatched seat belt cannot properly restrain the seat occupant during a crash, increasing their risk of injury.","Dealers will replace the driver and front passenger seat belt buckle release buttons or the buckle assemblies as necessary, free of charge.  Owner notification letters were mailed April 18, 2023.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are NDA, QDB, BDC, MDD, LD9. TDF, FDG, ODH, YDI, ZDE.",No,No,53.1
744,2023-03,23E019000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E019000', 'description': 'Go to Recall'}","Chrysler (FCA US, LLC)",Hydraulic Control Unit Malfunction,"SERVICE BRAKES, HYDRAULIC",21A,Equipment,330,"Chrysler (FCA US, LLC) is recalling certain Mopar Hydraulic Control Unit/Anti-lock Brake system modules (HCU) with part number 68085397AB.  When installed in a vehicle, the HCU Module may falsely read pressure in the primary circuit and illuminate the brake lights, as well as allow the vehicle to start and shift out of park without first applying the brake pedal.",Constant brake light illumination and unintentional vehicle movement can both increase the risk of a crash.,"Dealers will repurchase the HCU modules, or replace installed HCU modules, free of charge.  Owner notification letters were mailed April 4, 2023.  Owners may contact FCA US, LLC customer service at 1-800-853-1403.  FCA US, LLC's number for this recall is 21A.",No,No,6.97
745,2023-03,23E020000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E020000', 'description': 'Go to Recall'}","Gilbarco, Inc.",Cracked Capacitor May Cause Overheating,ELECTRICAL SYSTEM,NR (Not Reported),Equipment,12000,"Gilbarco, Inc. (Gilbarco) is recalling certain Orpak/Gasboy automatic tank gauge and environmental monitoring systems, model 800907451.  The capacitor may crack, causing overheating.",Overheating increases the risk of a fire.,"Dealers will replace the capacitor, free of charge.  Owner notification letters were mailed March 28, 2023.  Owners may contact Gilbarco customer service at 1-614-787-3452.",No,No,4.44
746,2023-03,23V154000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V154000', 'description': 'Go to Recall'}","Navistar, Inc.",Battery Box May Detach,ELECTRICAL SYSTEM,23506,Vehicle,791,"Navistar, Inc. (Navistar) is recalling certain 2023 International HV and 2023-2024 International MV vehicles.  The assembly bolts used to attach the battery box to the mounting bracket may be loose or missing.","Loose or missing bolts can allow the battery box to detach from the vehicle and become a road hazard, increasing the risk of a crash.","Dealers will replace and tighten all four bolts, as necessary, free of charge.  Owner notification letters were mailed April 28, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23506.",No,No,50.57
747,2023-03,23E018000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23E018000', 'description': 'Go to Recall'}",AROW Global Corp,Emergency Exit Window Latch May Fail/FMVSS 217,STRUCTURE,NR (Not Reported),Equipment,1500,"AROW Global Corp (AROW) is recalling certain MV204 and MV207 emergency exit windows.  Please see the recall report for a complete list of part numbers and window sizes.  During a crash, the emergency exit window latch may fail and allow the window to open.  As such, these windows fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 217, ""Bus Emergency Exits and Window Retention and Release.""","Emergency windows that open during a crash may not properly retain passengers as intended, increasing their risk of injury.","Arow will provide a parts kit with a new latch component, free of charge.  Owner notification letters were mailed March 27, 2023.  Owners may contact AROW customer service at 1-715-693-6020.",No,No,90.13
748,2023-03,23V156000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V156000', 'description': 'Go to Recall'}","Spartan Fire, LLC",Fire Truck Water Pump May Fail,POWER TRAIN,23007,Vehicle,166,"Spartan Fire LLC (Spartan Fire) is recalling certain 2022-2024 Gladiator, Metro Star, FC-94 and KME Panther firetrucks.  After the vehicle is reversed, the transmission control module (TCM) may fail to achieve the 4th gear lockup needed to initiate the water pump.",A firetruck that is unable to pump water increases the risk of injury during a fire.,"Dealers will update the TCM software, free of charge.  Owner notification letters were mailed April 27, 2023.  Owners may contact Spartan Fire customer service at 1-517-543-6400.  Spartan Fire's number for this recall is 23007.",No,No,79.73
749,2023-03,23V152000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V152000', 'description': 'Go to Recall'}","Bentley Motors, Inc.",Seat Air Bag May Tear/FMVSS 214 & 208,AIR BAGS,RE23/03 (RC68),Vehicle,1610,"Bentley Motors, Inc. (Bentley) is recalling certain 2020-2021 Continental GTC vehicles.  Due to a sharp edge on the air bag deflector bracket, the seat air bags may tear during deployment.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 214, ""Side Impact Protection,"" and 208, ""Occupant Crash Protection.""","A torn air bag may not adequately protect an occupant in a crash, increasing the risk of injury.","Dealers will inspect the affected front seats and, if necessary, remove the sharp edge on the airbag deflector bracket rivet, free of charge.  Owner notification letters were mailed April 17, 2023.  Owners may contact Bentley customer service at 1-800-77-6923.  Bentley's number for this recall is RE23/03(RC68).",No,No,55.59
750,2023-03,23V153000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V153000', 'description': 'Go to Recall'}","Navistar, Inc.",Driveshaft Separation,POWER TRAIN,23505,Vehicle,660,"Navistar, Inc. (Navistar) is recalling certain 2023 International HV and 2023-2024 International MV vehicles.  The rear axle spring wedge shim may have been incorrectly installed, which can cause U-joint failure and result in driveshaft separation.",Driveshaft separation can cause a loss of drive power and increase the risk of a crash.,"Dealers will reinstall the rear axle wedge shim, free of charge.  Owner notification letters were mailed April 28, 2023.  Owners may contact Navistar's customer service at 1-800-448-7825.  Navistar's number for this recall is 23505.",No,No,65.15
751,2023-03,23V155000,"{'url': 'https://www.nhtsa.gov/recalls?nhtsaId=23V155000', 'description': 'Go to Recall'}",Ford Motor Company,Steering Wheel May Lock-Up While Driving,STEERING,23S09,Vehicle,343,Ford Motor Company (Ford) is recalling certain 2023 Bronco Wildtrak and 2022 Bronco Raptor vehicles.  Internal damage to the steering gear may require increased steering effort or cause the steering wheel to lock-up.,"A steering wheel that locks-up can result in a complete loss of steering control, increasing the risk of a crash.","Owners are advised not to drive their vehicles until the remedy is performed.  Dealers will replace the steering gear, free of charge.  Owner notification letters were mailed March 31, 2023.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23S09.",No,No,92.42
